6,110265
9,110265
9,110270
6,110277
9,110277
9,111689
6,111695
9,111695
6,111720
9,111720
9,113137
9,113165
9,114570
9,114600
9,116013
9,116014
6,117437
9,117437
2,117481
6,117481
9,117481
6,118865
9,118865
6,118873
9,118873
6,120313
9,120313
9,121813
9,123180
6,123182
9,123182
6,124625
9,124625
9,126056
9,126058
9,126059
9,126060
6,126063
9,126063
9,126065
9,127493
9,127505
9,130380
9,130383
6,131818
9,131818
9,133257
9,136017
9,136137
9,137428
9,137445
9,137446
9,137455
9,137575
9,138867
9,138879
9,138887
9,138891
6,139011
9,139011
9,140306
9,140320
9,140322
9,140328
9,140341
9,141890
9,143225
9,143226
9,144665
6,144766
9,144766
9,146104
9,147647
9,148980
9,150391
9,150393
9,153280
9,153400
9,153402
9,153404
6,156268
9,156268
6,156269
9,156269
9,157709
9,157711
9,159206
9,160532
9,160534
6,160583
9,160583
9,160585
9,160646
9,161974
6,162021
9,162021
9,163461
9,163526
9,163527
9,164854
6,167577
9,167577
9,167781
9,167829
6,169017
9,169017
9,169220
9,169286
9,170636
9,170661
9,170662
9,170665
9,170729
9,172076
9,172103
9,172155
9,172156
9,172158
9,172160
9,172169
9,173544
9,173563
9,173564
9,174981
9,174982
9,174983
9,174986
9,175003
9,176422
9,176442
9,176443
9,176497
9,176500
9,177829
9,177830
9,177861
9,177862
9,177863
9,177880
9,177882
9,177883
9,177885
9,177886
9,177916
9,179268
9,179269
9,179304
9,179318
9,179321
9,179325
9,179353
6,180707
9,180707
6,180708
9,180708
9,180758
9,180766
9,180789
9,182185
9,182186
9,182196
9,182206
9,182208
9,183575
9,183627
9,183628
9,183633
9,183646
9,183648
9,185018
9,185020
6,185069
9,185069
6,185071
9,185071
9,185087
9,185116
9,185117
9,186455
9,186458
9,186464
9,186465
9,186467
9,186468
9,186469
9,186471
9,186473
2,186521
4,186521
6,186521
9,186521
2,186523
4,186523
6,186523
9,186523
9,186529
9,186547
9,186554
9,187898
9,187904
9,187914
6,187963
9,187963
9,188007
9,189332
9,189337
9,189338
9,189352
9,189395
9,189410
9,189427
9,189435
9,190771
9,190777
9,190780
9,190836
8,190840
9,190840
9,190842
2,190897
4,190897
6,190897
9,190897
9,192216
9,192219
9,192231
9,192274
9,192292
9,192306
9,193658
9,193659
9,193715
9,193724
9,193745
9,193746
9,195098
9,195162
2,195171
4,195171
6,195171
9,195171
9,195183
9,196608
9,196609
2,196611
4,196611
6,196611
9,196611
10,196611
9,197976
9,197981
9,197993
2,198051
4,198051
6,198051
