-169.625,-4.125,1
153.375,43.125,2
-179.375,-42.875,3
-126.125,42.875,4
-91.625,-19.625,5
-44.875,47.875,6
-76.375,-35.875,7
-51.625,-53.125,8
-31.125,37.875,9
-39.625,18.375,10
-12.125,43.625,11
-63.875,49.375,12
-92.875,11.375,13
104.375,-36.375,14
137.375,-48.375,15
160.625,-21.375,16
