150391,-22.125,63.875,1
111720,30.125,70.625,1
283077,29.375,40.875,1
265721,10.375,43.875,1
131818,14.625,67.125,1
192274,8.625,56.625,1
148953,-21.625,64.125,1
126059,14.875,68.125,1
160534,-6.375,62.125,1
144766,11.625,64.875,1
138887,-18.125,65.875,1
117437,19.375,69.625,1
307415,-6.125,36.625,1
281637,29.375,41.125,1
110277,29.375,70.875,1
137445,-18.625,66.125,1
281528,2.125,41.125,1
110270,27.625,70.875,1
137428,-22.875,66.125,1
153280,-19.875,63.375,1
140328,-17.875,65.625,1
187963,10.875,57.375,1
179325,11.375,58.875,1
203727,-8.125,54.625,1
186473,-1.625,57.625,1
297424,16.125,38.375,1
156269,7.375,62.875,1
434091,-17.125,14.625,1
139011,12.875,65.875,1
183627,6.875,58.125,1
189395,8.875,57.125,1
282994,8.625,40.875,1
268527,-8.125,43.375,1
221001,-9.625,51.625,1
174982,5.625,59.625,1
275726,-8.375,42.125,1
307585,36.375,36.625,1
289864,-73.875,39.625,1
111695,23.875,70.625,1
281526,1.625,41.125,1
280208,32.125,41.375,1
117481,30.375,69.625,1
138879,-20.125,65.875,1
283076,29.125,40.875,1
307500,15.125,36.625,1
367600,-79.875,26.125,1
295985,16.375,38.625,1
268602,10.625,43.375,1
307423,-4.125,36.625,1
293147,26.875,39.125,1
141890,12.625,65.375,1
186521,10.375,57.625,1
148980,-14.875,64.125,1
182185,6.375,58.375,1
187914,-1.375,57.375,1
118865,16.375,69.375,1
285952,28.125,40.375,1
156268,7.125,62.875,1
262546,-63.375,44.375,1
154832,8.125,63.125,1
281666,36.625,41.125,1
267097,-5.625,43.625,1
186523,10.875,57.625,1
306110,27.625,36.875,1
283030,17.625,40.875,1
356339,-15.125,28.125,1
139010,12.625,65.875,1
111689,22.375,70.625,1
176422,5.625,59.375,1
177863,5.875,59.125,1
421101,-24.625,16.875,1
275808,12.125,42.125,1
161974,-6.375,61.875,1
170662,5.625,60.375,1
283071,27.875,40.875,1
123187,16.875,68.625,1
272919,9.875,42.625,1
300335,23.875,37.875,1
311819,14.875,35.875,1
319093,33.375,34.625,1
172076,-0.875,60.125,1
278357,-70.625,41.625,1
264280,10.125,44.125,1
283017,14.375,40.875,1
180766,11.625,58.625,1
159145,6.375,62.375,1
177862,5.625,59.125,1
137446,-18.375,66.125,1
169220,5.125,60.625,1
170665,6.375,60.375,1
284366,-8.375,40.625,1
162021,5.375,61.875,1
306109,27.375,36.875,1
182206,11.625,58.375,1
285953,28.375,40.375,1
294588,27.125,38.875,1
300334,23.625,37.875,1
183633,8.375,58.125,1
298888,22.125,38.125,1
177883,10.875,59.125,1
140341,-14.625,65.625,1
179303,5.875,58.875,1
284460,15.125,40.625,1
244067,-3.125,47.625,1
188007,21.875,57.375,1
310299,-5.125,36.125,1
267091,-7.125,43.625,1
284473,18.375,40.625,1
265416,-65.875,43.875,1
113137,24.375,70.375,1
306123,30.875,36.875,1
288738,4.625,39.875,1
123182,15.625,68.625,1
179304,6.125,58.875,1
132986,-53.375,66.875,1
268538,-5.375,43.375,1
284520,30.125,40.625,1
303181,15.375,37.375,1
183628,7.125,58.125,1
268549,-2.625,43.375,1
481694,3.625,6.375,1
268626,16.625,43.375,1
301777,24.375,37.625,1
170661,5.375,60.375,1
304615,13.875,37.125,1
332060,35.125,32.375,1
193724,11.125,56.375,1
133257,14.375,66.875,1
133256,14.125,66.875,1
297445,21.375,38.375,1
185071,7.875,57.875,1
251274,-1.375,46.375,1
205245,11.375,54.375,1
280089,2.375,41.375,1
304622,15.625,37.125,1
120313,18.375,69.125,1
186529,12.375,57.625,1
278605,-8.625,41.625,1
284458,14.625,40.625,1
163461,5.375,61.625,1
298854,13.625,38.125,1
311739,-5.125,35.875,1
300238,-0.375,37.875,1
283061,25.375,40.875,1
110265,26.375,70.875,1
303221,25.375,37.375,1
243870,-52.375,47.625,1
318654,-76.375,34.625,1
288755,8.875,39.875,1
293109,17.375,39.125,1
307557,29.375,36.625,1
274378,14.625,42.375,1
268576,4.125,43.375,1
297465,26.375,38.375,1
280131,12.875,41.375,1
200875,-1.125,55.125,1
290160,0.125,39.625,1
159206,21.625,62.375,1
382257,-15.625,23.625,1
124625,16.375,68.375,1
317655,33.875,34.875,1
298883,20.875,38.125,1
153402,10.625,63.375,1
268546,-3.375,43.375,1
300341,25.375,37.875,1
123180,15.125,68.625,1
291693,23.375,39.375,1
249616,-55.875,46.625,1
160583,5.875,62.125,1
183646,11.625,58.125,1
177861,5.375,59.125,1
268550,-2.375,43.375,1
