171900,-45.125,60.125,1
553730,12.375,-6.125,1
64128,11.875,78.875,1
68463,15.625,78.125,1
110265,26.125,70.875,1
110270,27.375,70.875,1
110277,29.125,70.875,1
111689,22.125,70.625,1
111695,23.625,70.625,1
111720,29.875,70.625,1
113137,24.125,70.375,1
113165,31.125,70.375,1
114570,22.375,70.125,1
114572,22.875,70.125,1
114600,29.875,70.125,1
116014,23.375,69.875,1
117436,18.875,69.625,1
117481,30.125,69.625,1
118873,18.125,69.375,1
120312,17.875,69.125,1
121747,16.625,68.875,1
121813,33.125,68.875,1
123180,14.875,68.625,1
123182,15.375,68.625,1
123186,16.375,68.625,1
126055,13.625,68.125,1
126056,13.875,68.125,1
126057,14.125,68.125,1
126059,14.625,68.125,1
126060,14.875,68.125,1
126063,15.625,68.125,1
126065,16.125,68.125,1
127493,13.125,67.875,1
130378,14.375,67.375,1
130380,14.875,67.375,1
133255,13.625,66.875,1
136015,-16.375,66.375,1
136017,-15.875,66.375,1
137428,-23.125,66.125,1
137445,-18.875,66.125,1
137446,-18.625,66.125,1
137451,-17.375,66.125,1
137575,13.625,66.125,1
138867,-23.375,65.875,1
138879,-20.375,65.875,1
138887,-18.375,65.875,1
139010,12.375,65.875,1
139011,12.625,65.875,1
140306,-23.625,65.625,1
140319,-20.375,65.625,1
140322,-19.625,65.625,1
140328,-18.125,65.625,1
140341,-14.875,65.625,1
141889,12.125,65.375,1
143225,-13.875,65.125,1
143226,-13.625,65.125,1
144665,-13.875,64.875,1
144766,11.375,64.875,1
146103,-14.375,64.625,1
148953,-21.875,64.125,1
148980,-15.125,64.125,1
150390,-22.625,63.875,1
153279,-20.375,63.375,1
153400,9.875,63.375,1
154832,7.875,63.125,1
156268,6.875,62.875,1
159143,5.625,62.375,1
159145,6.125,62.375,1
160532,-7.125,62.125,1
160533,-6.875,62.125,1
160534,-6.625,62.125,1
162021,5.125,61.875,1
163413,-6.875,61.625,1
163461,5.125,61.625,1
164853,-6.875,61.375,1
167781,5.125,60.875,1
167829,17.125,60.875,1
169220,4.875,60.625,1
170635,-1.375,60.375,1
170661,5.125,60.375,1
172075,-1.375,60.125,1
172076,-1.125,60.125,1
172103,5.625,60.125,1
172156,18.875,60.125,1
172158,19.375,60.125,1
173541,5.125,59.875,1
174981,5.125,59.625,1
174982,5.375,59.625,1
176389,-2.875,59.375,1
176422,5.375,59.375,1
176443,10.625,59.375,1
176474,18.375,59.375,1
177830,-2.625,59.125,1
177861,5.125,59.125,1
177862,5.375,59.125,1
177879,9.625,59.125,1
177882,10.375,59.125,1
177884,10.875,59.125,1
179267,-3.375,58.875,1
179269,-2.875,58.875,1
179303,5.625,58.875,1
179318,9.375,58.875,1
179325,11.125,58.875,1
180706,-3.625,58.625,1
180758,9.375,58.625,1
180766,11.375,58.625,1
182185,6.125,58.375,1
182186,6.375,58.375,1
182196,8.875,58.375,1
183575,-6.375,58.125,1
183627,6.625,58.125,1
183628,6.875,58.125,1
183633,8.125,58.125,1
183646,11.375,58.125,1
185018,-5.625,57.875,1
185020,-5.125,57.875,1
185069,7.125,57.875,1
185070,7.375,57.875,1
185087,11.625,57.875,1
186452,-7.125,57.625,1
186455,-6.375,57.625,1
186469,-2.875,57.625,1
186471,-2.375,57.625,1
186473,-1.875,57.625,1
186520,9.875,57.625,1
186523,10.625,57.625,1
186528,11.875,57.625,1
186547,16.625,57.625,1
186556,18.875,57.625,1
187963,10.625,57.375,1
188007,21.625,57.375,1
189395,8.625,57.125,1
189410,12.375,57.125,1
190771,-7.375,56.875,1
192273,8.125,56.625,1
192288,11.875,56.625,1
195171,12.625,56.125,1
199501,15.125,55.375,1
202291,-7.375,54.875,1
202297,-5.875,54.875,1
203727,-8.375,54.625,1
203738,-5.625,54.625,1
212364,-9.125,53.125,1
216739,4.625,52.375,1
218178,4.375,52.125,1
219559,-10.375,51.875,1
219568,-8.125,51.875,1
221001,-9.875,51.625,1
222495,3.625,51.375,1
223926,1.375,51.125,1
225369,2.125,50.875,1
229658,-5.625,50.125,1
238305,-3.875,48.625,1
242625,-3.875,47.875,1
249965,31.125,46.625,1
249968,31.875,46.625,1
251273,-1.875,46.375,1
252716,-1.125,46.125,1
255596,-1.125,45.625,1
257090,12.375,45.375,1
257187,36.625,45.375,1
261498,34.375,44.625,1
262835,8.625,44.375,1
262836,8.875,44.375,1
262937,34.125,44.375,1
264274,8.375,44.125,1
264280,9.875,44.125,1
264281,10.125,44.125,1
265712,7.875,43.875,1
265713,8.125,43.875,1
267091,-7.375,43.625,1
267092,-7.125,43.625,1
267097,-5.875,43.625,1
267098,-5.625,43.625,1
267149,7.125,43.625,1
267150,7.375,43.625,1
267162,10.375,43.625,1
267175,13.625,43.625,1
267184,15.875,43.625,1
268527,-8.375,43.375,1
268545,-3.875,43.375,1
268548,-3.125,43.375,1
268550,-2.625,43.375,1
268553,-1.875,43.375,1
268555,-1.375,43.375,1
268575,3.625,43.375,1
268581,5.125,43.375,1
268588,6.875,43.375,1
268602,10.375,43.375,1
268626,16.375,43.375,1
270024,5.875,43.125,1
271453,3.125,42.875,1
271482,10.375,42.875,1
271483,10.625,42.875,1
271509,17.125,42.875,1
