cell,lon,lat,FG
294577,24.125,38.875,1
241163,-9.375,48.125,1
130249,-17.875,67.375,1
272840,-10.125,42.625,1
174935,-6.375,59.625,1
305998,-0.625,36.875,1
94419,24.625,73.625,1
284513,28.125,40.625,1
422539,-25.375,16.625,1
296000,19.875,38.625,1
354897,-15.875,28.375,1
151920,-0.125,63.625,1
173500,-5.125,59.875,1
291699,24.625,39.375,1
172041,-9.875,60.125,1
144760,9.875,64.875,1
323340,14.875,33.875,1
323414,33.375,33.875,1
274281,-9.875,42.375,1
296001,20.125,38.625,1
300279,9.625,37.875,1
265667,-3.375,43.875,1
269961,-9.875,43.125,1
164894,3.375,61.375,1
167773,3.125,60.875,1
298847,11.625,38.125,1
307528,21.875,36.625,1
307529,22.125,36.625,1
353460,-15.125,28.625,1
291607,1.625,39.375,1
274280,-10.125,42.375,1
134687,11.625,66.625,1
319017,14.125,34.625,1
278601,-9.875,41.625,1
294542,15.375,38.875,1
206575,-16.375,54.125,1
310383,15.625,36.125,1
120167,-18.375,69.125,1
267079,-10.375,43.625,1
311824,15.875,35.875,1
254145,-3.875,45.875,1
170656,3.875,60.375,1
170624,-4.125,60.375,1
278768,31.875,41.625,1
267103,-4.375,43.625,1
114551,17.625,70.125,1
146152,-2.125,64.625,1
277366,41.375,41.875,1
435530,-17.625,14.375,1
228173,-16.875,50.375,1
147494,-26.625,64.375,1
138853,-26.875,65.875,1
295936,3.875,38.625,1
306001,0.125,36.875,1
316141,15.125,35.125,1
131676,-21.125,67.125,1
324854,33.375,33.625,1
310412,22.875,36.125,1
281594,18.375,41.125,1
304643,20.625,37.125,1
173489,-7.875,59.875,1
304558,-0.625,37.125,1
146151,-2.375,64.625,1
166332,2.875,61.125,1
238279,-10.375,48.625,1
421133,-16.875,16.875,1
187883,-9.375,57.375,1
295957,9.125,38.625,1
169187,-3.375,60.625,1
140354,-11.625,65.625,1
313267,16.625,35.625,1
141713,-31.875,65.375,1
313303,25.625,35.625,1
293055,3.625,39.125,1
293141,25.125,39.125,1
154712,-22.125,63.125,1
316142,15.375,35.125,1
133130,-17.625,66.875,1
408173,-16.875,19.125,1
169215,3.625,60.625,1
281555,8.625,41.125,1
172053,-6.875,60.125,1
288820,24.875,39.875,1
172096,3.875,60.125,1
150480,-0.125,63.875,1
282921,-9.875,40.875,1
147595,-1.375,64.375,1
310302,-4.625,36.125,1
141884,10.875,65.375,1
283001,10.125,40.875,1
321977,34.125,34.125,1
141714,-31.625,65.375,1
166314,-1.625,61.125,1
319097,34.125,34.625,1
151921,0.125,63.625,1
117432,17.875,69.625,1
295930,2.375,38.625,1
110282,30.375,70.875,1
301682,0.375,37.625,1
310427,26.625,36.125,1
144613,-26.875,64.875,1
160525,-8.875,62.125,1
357776,-16.125,27.875,1
313294,23.375,35.625,1
292998,-10.625,39.125,1
174936,-6.125,59.625,1
147596,-1.125,64.375,1
146114,-11.625,64.625,1
314703,15.625,35.375,1
353468,-13.125,28.625,1
300346,26.375,37.875,1
176374,-6.625,59.375,1
278600,-10.125,41.625,1
294534,13.375,38.875,1
131678,-20.625,67.125,1
300303,15.625,37.875,1
218114,-11.625,52.125,1
154727,-18.375,63.125,1
265640,-10.125,43.875,1
357775,-16.375,27.875,1
172040,-10.125,60.125,1
385132,-17.125,23.125,1
167733,-6.875,60.875,1
278599,-10.375,41.625,1
259910,-2.625,44.875,1
111723,30.625,70.625,1
412494,-16.625,18.375,1
320455,13.625,34.375,1
281593,18.125,41.125,1
173482,-9.625,59.875,1
162011,2.625,61.875,1
137417,-25.875,66.125,1
219554,-11.625,51.875,1
284411,2.625,40.625,1
298804,0.875,38.125,1
195071,-12.375,56.125,1
359212,-17.125,27.625,1
308871,-2.375,36.375,1
308983,25.625,36.375,1
138911,-12.375,65.875,1
271399,-10.375,42.875,1
307537,24.125,36.625,1
320534,33.375,34.375,1
330415,-16.375,32.625,1
261345,-3.875,44.625,1
280041,-9.875,41.375,1
262786,-3.625,44.375,1
149070,7.375,64.125,1
313293,23.125,35.625,1
167775,3.625,60.875,1
274279,-10.375,42.375,1
295935,3.625,38.625,1
272898,4.375,42.625,1
111686,21.375,70.625,1
138913,-11.875,65.875,1
272839,-10.375,42.625,1
388011,-17.375,22.625,1
310303,-4.375,36.125,1
294438,-10.625,38.875,1
133248,11.875,66.875,1
331856,-16.125,32.375,1
108810,22.375,71.125,1
143308,6.875,65.125,1
330411,-17.375,32.625,1
169163,-9.375,60.625,1
147634,8.375,64.375,1
133137,-15.875,66.875,1
189323,-9.375,57.125,1
297370,2.375,38.375,1
310288,-8.125,36.125,1
323415,33.625,33.875,1
308977,24.125,36.375,1
308975,23.625,36.375,1
197950,-12.625,55.625,1
225315,-11.375,50.875,1
298903,25.625,38.125,1
308848,-8.125,36.375,1
150509,7.125,63.875,1
287321,10.125,40.125,1
261328,-8.125,44.625,1
160542,-4.625,62.125,1
290119,-10.375,39.625,1
108809,22.125,71.125,1
128937,14.125,67.625,1
147638,9.375,64.375,1
172049,-7.875,60.125,1
297374,3.375,38.375,1
265717,9.125,43.875,1
146191,7.625,64.625,1
127347,-23.375,67.875,1
296002,20.375,38.625,1
413934,-16.625,18.125,1
311853,23.125,35.875,1
274336,3.875,42.375,1
170602,-9.625,60.375,1
173493,-6.875,59.875,1
393769,-17.875,21.625,1
173490,-7.625,59.875,1
173537,4.125,59.875,1
319020,14.875,34.625,1
110248,21.875,70.875,1
298760,-10.125,38.125,1
210913,-11.875,53.375,1
133120,-20.125,66.875,1
307503,15.625,36.625,1
105953,28.125,71.625,1
310304,-4.125,36.125,1
159101,-4.875,62.375,1
284361,-9.875,40.625,1
170623,-4.375,60.375,1
303082,-9.625,37.375,1
308978,24.375,36.375,1
350588,-13.125,29.125,1
138912,-12.125,65.875,1
308943,15.625,36.375,1
157659,-5.375,62.625,1
295972,12.875,38.625,1
293101,15.125,39.125,1
262771,-7.375,44.375,1
316143,15.625,35.125,1
294490,2.375,38.875,1
105954,28.375,71.625,1
166312,-2.125,61.125,1
320371,-7.375,34.375,1
290120,-10.125,39.625,1
105947,26.625,71.625,1
308847,-8.375,36.375,1
448491,-17.375,12.125,1
170655,3.625,60.375,1
131813,13.125,67.125,1
264212,-7.125,44.125,1
108840,29.875,71.125,1
298845,11.125,38.125,1
298882,20.375,38.125,1
352025,-13.875,28.875,1
170613,-6.875,60.375,1
359220,-15.125,27.625,1
262785,-3.875,44.375,1
434090,-17.625,14.625,1
419661,-24.875,17.125,1
174934,-6.625,59.625,1
138854,-26.625,65.875,1
303215,23.625,37.375,1
225316,-11.125,50.875,1
275718,-10.625,42.125,1
316144,15.875,35.125,1
174976,3.875,59.625,1
166337,4.125,61.125,1
285945,26.125,40.375,1
320457,14.125,34.375,1
223875,-11.375,51.125,1
311858,24.375,35.875,1
267102,-4.625,43.625,1
157598,-20.625,62.625,1
300283,10.625,37.875,1
166336,3.875,61.125,1
264276,8.875,44.125,1
314704,15.875,35.375,1
301746,16.375,37.625,1
206591,-12.375,54.125,1
298842,10.375,38.125,1
131695,-16.375,67.125,1
382253,-16.875,23.625,1
277158,-10.625,41.875,1
310421,25.125,36.125,1
310438,29.375,36.125,1
393767,-18.375,21.625,1
131698,-15.625,67.125,1
94418,24.375,73.625,1
308995,28.625,36.375,1
156163,-19.375,62.875,1
236837,-10.875,48.875,1
172052,-7.125,60.125,1
133123,-19.375,66.875,1
133147,-13.375,66.875,1
163453,3.125,61.625,1
148991,-12.375,64.125,1
321810,-7.625,34.125,1
143307,6.625,65.125,1
306083,20.625,36.875,1
163449,2.125,61.625,1
131704,-14.125,67.125,1
108814,23.375,71.125,1
267155,8.625,43.625,1
301720,9.875,37.625,1
166299,-5.375,61.125,1
206587,-13.375,54.125,1
141716,-31.125,65.375,1
141801,-9.875,65.375,1
280150,17.375,41.375,1
291680,19.875,39.375,1
269958,-10.625,43.125,1
177859,4.625,59.125,1
278709,17.125,41.625,1
199372,-17.125,55.375,1
416811,-17.375,17.625,1
287312,7.875,40.125,1
174978,4.375,59.625,1
316054,-6.625,35.125,1
297408,11.875,38.375,1
173535,3.625,59.875,1
219545,-13.875,51.875,1
261346,-3.625,44.625,1
153382,5.375,63.375,1
282971,2.625,40.875,1
297410,12.375,38.375,1
268594,8.375,43.375,1
305995,-1.375,36.875,1
295878,-10.625,38.625,1
146199,9.625,64.625,1
164895,3.625,61.375,1
141715,-31.375,65.375,1
297415,13.625,38.375,1
179299,4.625,58.875,1
298761,-9.875,38.125,1
271465,6.125,42.875,1
268518,-10.625,43.375,1
268589,7.125,43.375,1
202253,-16.875,54.875,1
252704,-4.125,46.125,1
242608,-8.125,47.875,1
304666,26.375,37.125,1
284454,13.375,40.625,1
298900,24.875,38.125,1
297371,2.625,38.375,1
174975,3.625,59.625,1
262767,-8.375,44.375,1
356347,-13.375,28.125,1
149036,-1.125,64.125,1
277243,10.625,41.875,1
131664,-24.125,67.125,1
288818,24.375,39.875,1
287286,1.375,40.125,1
277157,-10.875,41.875,1
392328,-18.125,21.875,1
307548,26.875,36.625,1
264231,-2.375,44.125,1
163456,3.875,61.625,1
182201,10.125,58.375,1
281481,-9.875,41.125,1
151943,5.625,63.625,1
308944,15.875,36.375,1
156162,-19.625,62.875,1
195070,-12.625,56.125,1
277269,17.125,41.875,1
290255,23.625,39.625,1
295989,17.125,38.625,1
287295,3.625,40.125,1
183563,-9.375,58.125,1
308981,25.125,36.375,1
293111,17.625,39.125,1
386572,-17.125,22.875,1
291606,1.375,39.375,1
206594,-11.625,54.125,1
131812,12.875,67.125,1
284360,-10.125,40.625,1
138855,-26.375,65.875,1
94420,24.875,73.625,1
333294,-16.625,32.125,1
222435,-11.375,51.375,1
251262,-4.625,46.375,1
111724,30.875,70.625,1
395209,-17.875,21.375,1
436969,-17.875,14.125,1
301721,10.125,37.625,1
259905,-3.875,44.875,1
141882,10.375,65.375,1
353459,-15.375,28.625,1
294536,13.875,38.875,1
151946,6.375,63.625,1
303226,26.375,37.375,1
153381,5.125,63.375,1
126050,12.375,68.125,1
149040,-0.125,64.125,1
409613,-16.875,18.875,1
153262,-24.625,63.375,1
157600,-20.125,62.625,1
295990,17.375,38.625,1
262791,-2.375,44.375,1
306084,20.875,36.875,1
278710,17.375,41.625,1
305996,-1.125,36.875,1
156259,4.625,62.875,1
402410,-17.625,20.125,1
146157,-0.875,64.625,1
321898,14.375,34.125,1
220985,-13.875,51.625,1
149035,-1.375,64.125,1
298876,18.875,38.125,1
146158,-0.625,64.625,1
149038,-0.625,64.125,1
277274,18.375,41.875,1
164896,3.875,61.375,1
229632,-12.125,50.125,1
229636,-11.125,50.125,1
436970,-17.625,14.125,1
163408,-8.125,61.625,1
134557,-20.875,66.625,1
297440,19.875,38.375,1
392327,-18.375,21.875,1
153293,-16.875,63.375,1
323343,15.625,33.875,1
360658,-15.625,27.375,1
220984,-14.125,51.625,1
156156,-21.125,62.875,1
356336,-16.125,28.125,1
298891,22.625,38.125,1
157656,-6.125,62.625,1
317493,-6.875,34.875,1
166335,3.625,61.125,1
216673,-11.875,52.375,1
411053,-16.875,18.625,1
177812,-7.125,59.125,1
280040,-10.125,41.375,1
166313,-1.875,61.125,1
220995,-11.375,51.625,1
418251,-17.375,17.375,1
133146,-13.625,66.875,1
144713,-1.875,64.875,1
125907,-23.375,68.125,1
257027,-3.375,45.375,1
157601,-19.875,62.625,1
284432,7.875,40.625,1
333293,-16.875,32.125,1
136032,-12.125,66.375,1
294538,14.375,38.875,1
308996,28.875,36.375,1
320460,14.875,34.375,1
133124,-19.125,66.875,1
197963,-9.375,55.625,1
203718,-10.625,54.625,1
130256,-16.125,67.375,1
307563,30.625,36.625,1
199373,-16.875,55.375,1
137416,-26.125,66.125,1
288680,-10.125,39.875,1
159102,-4.625,62.375,1
308870,-2.625,36.375,1
261329,-7.875,44.625,1
182179,4.625,58.375,1
280120,9.875,41.375,1
412493,-16.875,18.375,1
146156,-1.125,64.625,1
144592,-32.125,64.875,1
319024,15.875,34.625,1
288739,4.625,39.875,1
130262,-14.625,67.375,1
143311,7.625,65.125,1
157660,-5.125,62.625,1
172048,-8.125,60.125,1
133118,-20.625,66.875,1
277245,11.125,41.875,1
146200,9.875,64.625,1
293071,7.625,39.125,1
218105,-13.875,52.125,1
141712,-32.125,65.375,1
295952,7.875,38.625,1
399530,-17.625,20.625,1
131705,-13.875,67.125,1
435529,-17.875,14.375,1
403850,-17.625,19.875,1
173496,-6.125,59.875,1
150380,-25.125,63.875,1
166333,3.125,61.125,1
287292,2.875,40.125,1
306098,24.375,36.875,1
311827,16.625,35.875,1
153299,-15.375,63.375,1
314614,-6.625,35.375,1
317656,33.875,34.875,1
131686,-18.625,67.125,1
147575,-6.375,64.375,1
130250,-17.625,67.375,1
311733,-6.875,35.875,1
101595,18.625,72.375,1
278715,18.625,41.625,1
293138,24.375,39.125,1
316218,34.375,35.125,1
416813,-16.875,17.625,1
163407,-8.375,61.625,1
151922,0.375,63.625,1
362098,-15.625,27.125,1
131677,-20.875,67.125,1
154704,-24.125,63.125,1
154701,-24.875,63.125,1
294540,14.875,38.875,1
131706,-13.625,67.125,1
316145,16.125,35.125,1
265655,-6.375,43.875,1
176416,3.875,59.375,1
311857,24.125,35.875,1
319016,13.875,34.625,1
134558,-20.625,66.625,1
167777,4.125,60.875,1
267157,9.125,43.625,1
100155,18.625,72.625,1
267158,9.375,43.625,1
160565,1.125,62.125,1
291695,23.625,39.375,1
147591,-2.375,64.375,1
290164,0.875,39.625,1
275829,17.125,42.125,1
147633,8.125,64.375,1
323247,-8.375,33.875,1
323339,14.625,33.875,1
331851,-17.375,32.375,1
390887,-18.375,22.125,1
141794,-11.625,65.375,1
144718,-0.625,64.875,1
143277,-0.875,65.125,1
177813,-6.875,59.125,1
167776,3.875,60.875,1
107382,25.375,71.375,1
153294,-16.625,63.375,1
120166,-18.625,69.125,1
297368,1.875,38.375,1
108815,23.625,71.125,1
169216,3.875,60.625,1
288819,24.625,39.875,1
306106,26.375,36.875,1
186441,-9.875,57.625,1
146115,-11.375,64.625,1
153234,-31.625,63.375,1
321902,15.375,34.125,1
295975,13.625,38.625,1
133126,-18.625,66.875,1
307535,23.625,36.625,1
310287,-8.375,36.125,1
285800,-10.125,40.375,1
321811,-7.375,34.125,1
141718,-30.625,65.375,1
390888,-18.125,22.125,1
294541,15.125,38.875,1
264227,-3.375,44.125,1
94417,24.125,73.625,1
151942,5.375,63.625,1
259888,-8.125,44.875,1
173494,-6.625,59.875,1
291641,10.125,39.375,1
172061,-4.875,60.125,1
432650,-17.625,14.875,1
208026,-13.625,53.875,1
196509,-12.875,55.875,1
138914,-11.625,65.875,1
264225,-3.875,44.125,1
154728,-18.125,63.125,1
362099,-15.375,27.125,1
431210,-17.625,15.125,1
287383,25.625,40.125,1
173492,-7.125,59.875,1
281592,17.875,41.125,1
291619,4.625,39.375,1
163421,-4.875,61.625,1
297319,-10.375,38.375,1
290192,7.875,39.625,1
160527,-8.375,62.125,1
156211,-7.375,62.875,1
267078,-10.625,43.625,1
285872,7.875,40.375,1
262766,-8.625,44.375,1
153363,0.625,63.375,1
143235,-11.375,65.125,1
166334,3.375,61.125,1
241164,-9.125,48.125,1
140274,-31.625,65.625,1
199390,-12.625,55.375,1
285939,24.625,40.375,1
151790,-32.625,63.625,1
324780,14.875,33.625,1
150426,-13.625,63.875,1
313299,24.625,35.625,1
310384,15.875,36.125,1
156164,-19.125,62.875,1
291558,-10.625,39.375,1
157651,-7.375,62.625,1
301745,16.125,37.625,1
162016,3.875,61.875,1
317585,16.125,34.875,1
251261,-4.875,46.375,1
294535,13.625,38.875,1
284455,13.625,40.625,1
157604,-19.125,62.625,1
134589,-12.875,66.625,1
101596,18.875,72.375,1
131700,-15.125,67.125,1
297398,9.375,38.375,1
307534,23.375,36.625,1
297409,12.125,38.375,1
304561,0.125,37.125,1
150381,-24.875,63.875,1
303122,0.375,37.375,1
133119,-20.375,66.875,1
311870,27.375,35.875,1
133138,-15.625,66.875,1
390891,-17.375,22.125,1
153230,-32.625,63.375,1
213775,-16.375,52.875,1
354890,-17.625,28.375,1
294437,-10.875,38.875,1
212352,-12.125,53.125,1
158998,-30.625,62.375,1
182123,-9.375,58.375,1
115986,16.375,69.875,1
288679,-10.375,39.875,1
415373,-16.875,17.875,1
304522,-9.625,37.125,1
264275,8.625,44.125,1
154707,-23.375,63.125,1
157697,4.125,62.625,1
160564,0.875,62.125,1
297404,10.875,38.375,1
285871,7.625,40.375,1
275717,-10.875,42.125,1
107395,28.625,71.375,1
215214,-16.625,52.625,1
321904,15.875,34.125,1
287240,-10.125,40.125,1
438409,-17.875,13.875,1
157661,-4.875,62.625,1
288725,1.125,39.875,1
226756,-11.125,50.625,1
143310,7.375,65.125,1
164875,-1.375,61.375,1
316146,16.375,35.125,1
367861,-14.875,26.125,1
146039,-30.375,64.625,1
172095,3.625,60.125,1
150427,-13.375,63.875,1
120163,-19.375,69.125,1
311736,-6.125,35.875,1
141717,-30.875,65.375,1
120177,-15.875,69.125,1
147639,9.625,64.375,1
306094,23.375,36.875,1
307428,-3.125,36.625,1
416810,-17.625,17.625,1
281480,-10.125,41.125,1
137415,-26.375,66.125,1
298835,8.625,38.125,1
144717,-0.875,64.875,1
449931,-17.375,11.875,1
294496,3.875,38.875,1
176418,4.375,59.375,1
283035,18.625,40.875,1
210912,-12.125,53.375,1
284451,12.625,40.625,1
238282,-9.625,48.625,1
143321,10.125,65.125,1
144747,6.625,64.875,1
141720,-30.125,65.375,1
265639,-10.375,43.875,1
108813,23.125,71.125,1
282970,2.375,40.875,1
314705,16.125,35.375,1
163448,1.875,61.625,1
436968,-18.125,14.125,1
160526,-8.625,62.125,1
151791,-32.375,63.625,1
307395,-11.375,36.625,1
294532,12.875,38.875,1
298875,18.625,38.125,1
306085,21.125,36.875,1
416812,-17.125,17.625,1
277244,10.875,41.875,1
154711,-22.375,63.125,1
150377,-25.875,63.875,1
264226,-3.625,44.125,1
310422,25.375,36.125,1
398088,-18.125,20.875,1
298856,13.875,38.125,1
154700,-25.125,63.125,1
354892,-17.125,28.375,1
311900,34.875,35.875,1
429771,-17.375,15.375,1
131679,-20.375,67.125,1
389451,-17.375,22.375,1
396649,-17.875,21.125,1
310386,16.375,36.125,1
203692,-17.125,54.625,1
429770,-17.625,15.375,1
290201,10.125,39.625,1
130255,-16.375,67.375,1
301719,9.625,37.625,1
294561,20.125,38.875,1
294531,12.625,38.875,1
127346,-23.625,67.875,1
182124,-9.125,58.375,1
159002,-29.625,62.375,1
285898,14.375,40.375,1
395208,-18.125,21.375,1
183564,-9.125,58.125,1
304646,21.375,37.125,1
424009,-17.875,16.375,1
172042,-9.625,60.125,1
301743,15.625,37.625,1
134591,-12.375,66.625,1
298877,19.125,38.125,1
307435,-1.375,36.625,1
290236,18.875,39.625,1
180740,4.875,58.625,1
310385,16.125,36.125,1
163438,-0.625,61.625,1
144751,7.625,64.875,1
411052,-17.125,18.625,1
360657,-15.875,27.375,1
245494,-6.625,47.375,1
311748,-3.125,35.875,1
287290,2.375,40.125,1
161981,-4.875,61.875,1
297407,11.625,38.375,1
104507,26.625,71.875,1
291663,15.625,39.375,1
143276,-1.125,65.125,1
311749,-2.875,35.875,1
213792,-12.125,52.875,1
298759,-10.375,38.125,1
154710,-22.625,63.125,1
156258,4.375,62.875,1
190764,-9.125,56.875,1
321897,14.125,34.125,1
311864,25.875,35.875,1
285938,24.375,40.375,1
320532,32.875,34.375,1
150379,-25.375,63.875,1
105946,26.375,71.625,1
173491,-7.375,59.875,1
353458,-15.625,28.625,1
310429,27.125,36.125,1
154675,-31.375,63.125,1
354889,-17.875,28.375,1
271398,-10.625,42.875,1
311859,24.625,35.875,1
310411,22.625,36.125,1
131691,-17.375,67.125,1
215232,-12.125,52.625,1
149069,7.125,64.125,1
320533,33.125,34.375,1
390890,-17.625,22.125,1
398089,-17.875,20.875,1
202252,-17.125,54.875,1
159086,-8.625,62.375,1
294551,17.625,38.875,1
157658,-5.625,62.625,1
439849,-17.875,13.625,1
274278,-10.625,42.375,1
311895,33.625,35.875,1
144593,-31.875,64.875,1
262787,-3.375,44.375,1
300343,25.625,37.875,1
297393,8.125,38.375,1
301747,16.625,37.625,1
151947,6.625,63.625,1
438410,-17.625,13.875,1
319015,13.625,34.625,1
308849,-7.875,36.375,1
146153,-1.875,64.625,1
141711,-32.375,65.375,1
108811,22.625,71.125,1
307536,23.875,36.625,1
197931,-17.375,55.625,1
313268,16.875,35.625,1
428331,-17.375,15.625,1
288729,2.125,39.875,1
147630,7.375,64.375,1
177856,3.875,59.125,1
218106,-13.625,52.125,1
130245,-18.875,67.375,1
206585,-13.875,54.125,1
261331,-7.375,44.625,1
130254,-16.625,67.375,1
294539,14.625,38.875,1
158997,-30.875,62.375,1
294576,23.875,38.875,1
172039,-10.375,60.125,1
311862,25.375,35.875,1
264228,-3.125,44.125,1
125904,-24.125,68.125,1
153362,0.375,63.375,1
143154,-31.625,65.125,1
150382,-24.625,63.875,1
300321,20.125,37.875,1
388012,-17.125,22.625,1
297403,10.625,38.375,1
321901,15.125,34.125,1
203691,-17.375,54.625,1
140294,-26.625,65.625,1
308846,-8.625,36.375,1
158999,-30.375,62.375,1
308872,-2.125,36.375,1
278598,-10.625,41.625,1
415372,-17.125,17.875,1
180687,-8.375,58.625,1
200815,-16.375,55.125,1
271466,6.375,42.875,1
95856,23.875,73.375,1
182125,-8.875,58.375,1
287294,3.375,40.125,1
134686,11.375,66.625,1
421132,-17.125,16.875,1
166297,-5.875,61.125,1
149039,-0.375,64.125,1
154708,-23.125,63.125,1
131702,-14.625,67.125,1
303183,15.625,37.375,1
308969,22.125,36.375,1
306063,15.625,36.875,1
353461,-14.875,28.625,1
193644,-9.125,56.375,1
128784,-24.125,67.625,1
173495,-6.375,59.875,1
305999,-0.375,36.875,1
107381,25.125,71.375,1
434089,-17.875,14.625,1
163455,3.625,61.625,1
282920,-10.125,40.875,1
206588,-13.125,54.125,1
131694,-16.625,67.125,1
151945,6.125,63.625,1
317584,15.875,34.875,1
153233,-31.875,63.375,1
92978,24.375,73.875,1
161998,-0.625,61.875,1
141796,-11.125,65.375,1
245493,-6.875,47.375,1
297375,3.625,38.375,1
313341,35.125,35.625,1
313300,24.875,35.625,1
140275,-31.375,65.625,1
418250,-17.625,17.375,1
127344,-24.125,67.875,1
140410,2.375,65.625,1
363538,-15.625,26.875,1
298902,25.375,38.125,1
304560,-0.125,37.125,1
228174,-16.625,50.375,1
144719,-0.375,64.875,1
287239,-10.375,40.125,1
146192,7.875,64.625,1
245492,-7.125,47.375,1
173498,-5.625,59.875,1
118860,14.875,69.375,1
146159,-0.375,64.625,1
295959,9.625,38.625,1
156212,-7.125,62.875,1
154820,4.875,63.125,1
131685,-18.875,67.125,1
297376,3.875,38.375,1
298874,18.375,38.125,1
208033,-11.875,53.875,1
110283,30.625,70.875,1
357786,-13.625,27.875,1
304642,20.375,37.125,1
265665,-3.875,43.875,1
308845,-8.875,36.375,1
213791,-12.375,52.875,1
405291,-17.375,19.625,1
304653,23.125,37.125,1
141800,-10.125,65.375,1
143236,-11.125,65.125,1
303185,16.125,37.375,1
130228,-23.125,67.375,1
311851,22.625,35.875,1
291557,-10.875,39.375,1
321978,34.375,34.125,1
297372,2.875,38.375,1
156155,-21.375,62.875,1
301640,-10.125,37.625,1
293103,15.625,39.125,1
133148,-13.125,66.875,1
170607,-8.375,60.375,1
297317,-10.875,38.375,1
262765,-8.875,44.375,1
295958,9.375,38.625,1
300201,-9.875,37.875,1
354891,-17.375,28.375,1
290118,-10.625,39.625,1
172047,-8.375,60.125,1
393770,-17.625,21.625,1
321903,15.625,34.125,1
233955,-11.375,49.375,1
327740,34.875,33.125,1
131703,-14.375,67.125,1
350586,-13.625,29.125,1
156143,-24.375,62.875,1
264229,-2.875,44.125,1
324782,15.375,33.625,1
316147,16.625,35.125,1
421129,-17.875,16.875,1
143309,7.125,65.125,1
268517,-10.875,43.375,1
290200,9.875,39.625,1
130354,8.375,67.375,1
144748,6.875,64.875,1
120168,-18.125,69.125,1
431211,-17.375,15.125,1
125906,-23.625,68.125,1
147493,-26.875,64.375,1
156142,-24.625,62.875,1
307436,-1.125,36.625,1
280039,-10.375,41.375,1
425449,-17.875,16.125,1
423980,-25.125,16.375,1
308985,26.125,36.375,1
422569,-17.875,16.625,1
305961,-9.875,36.875,1
317591,17.625,34.875,1
332059,34.625,32.375,1
298757,-10.875,38.125,1
419689,-17.875,17.125,1
150508,6.875,63.875,1
298843,10.625,38.125,1
324783,15.625,33.625,1
304627,16.625,37.125,1
151925,1.125,63.625,1
297461,25.125,38.375,1
352020,-15.125,28.875,1
287382,25.375,40.125,1
173536,3.875,59.875,1
137565,11.125,66.125,1
150506,6.375,63.875,1
133131,-17.375,66.875,1
267154,8.375,43.625,1
131811,12.625,67.125,1
144597,-30.875,64.875,1
392329,-17.875,21.875,1
150481,0.125,63.875,1
305957,-10.875,36.875,1
147631,7.625,64.375,1
300310,17.375,37.875,1
293056,3.875,39.125,1
255586,-3.625,45.625,1
218107,-13.375,52.125,1
130248,-18.125,67.375,1
392331,-17.375,21.875,1
313173,-6.875,35.625,1
291604,0.875,39.375,1
218104,-14.125,52.125,1
144716,-1.125,64.875,1
154709,-22.875,63.125,1
285940,24.875,40.375,1
398087,-18.375,20.875,1
249820,-5.125,46.625,1
353455,-16.375,28.625,1
143241,-9.875,65.125,1
314707,16.625,35.375,1
157597,-20.875,62.625,1
419692,-17.125,17.125,1
146038,-30.625,64.625,1
130259,-15.375,67.375,1
179250,-7.625,58.875,1
182126,-8.625,58.375,1
409612,-17.125,18.875,1
328975,-16.375,32.875,1
406729,-17.875,19.375,1
127345,-23.875,67.875,1
153235,-31.375,63.375,1
310293,-6.875,36.125,1
290257,24.125,39.625,1
287296,3.875,40.125,1
300199,-10.375,37.875,1
151822,-24.625,63.625,1
303187,16.625,37.375,1
151863,-14.375,63.625,1
304521,-9.875,37.125,1
104505,26.125,71.875,1
133145,-13.875,66.875,1
147593,-1.875,64.375,1
134559,-20.375,66.625,1
285799,-10.375,40.375,1
170616,-6.125,60.375,1
390889,-17.875,22.125,1
258448,-8.125,45.125,1
147594,-1.625,64.375,1
111685,21.125,70.625,1
320464,15.875,34.375,1
418252,-17.125,17.375,1
159000,-30.125,62.375,1
287356,18.875,40.125,1
199374,-16.625,55.375,1
295971,12.625,38.625,1
144749,7.125,64.875,1
298805,1.125,38.125,1
133133,-16.875,66.875,1
146155,-1.375,64.625,1
141795,-11.375,65.375,1
141837,-0.875,65.375,1
311828,16.875,35.875,1
284410,2.375,40.625,1
294511,7.625,38.875,1
291662,15.375,39.375,1
328976,-16.125,32.875,1
166290,-7.625,61.125,1
202251,-17.375,54.875,1
396650,-17.625,21.125,1
293095,13.625,39.125,1
150351,-32.375,63.875,1
125905,-23.875,68.125,1
413929,-17.875,18.125,1
354908,-13.125,28.375,1
197934,-16.625,55.625,1
144750,7.375,64.875,1
140272,-32.125,65.625,1
216665,-13.875,52.375,1
295992,17.875,38.625,1
264230,-2.625,44.125,1
392326,-18.625,21.875,1
304626,16.375,37.125,1
311873,28.125,35.875,1
295877,-10.875,38.625,1
428330,-17.625,15.625,1
130236,-21.125,67.375,1
320463,15.625,34.375,1
103150,47.375,72.125,1
326220,14.875,33.375,1
238281,-9.875,48.625,1
320456,13.875,34.375,1
291642,10.375,39.375,1
149042,0.375,64.125,1
316175,23.625,35.125,1
167731,-7.375,60.875,1
412492,-17.125,18.375,1
226755,-11.375,50.625,1
130229,-22.875,67.375,1
140273,-31.875,65.625,1
244049,-7.875,47.625,1
301718,9.375,37.625,1
130355,8.625,67.375,1
219546,-13.625,51.875,1
117421,15.125,69.625,1
156257,4.125,62.875,1
